3	0.11806	4	0.12251	-70
2	0.18246	-70	0.0398	-70
1	0.2516	-70	0.04227	-70
0	0.21885	-70	0.02046	-70
7	0.12851	8	0.13563	-69
6	0.08541	-69	0.04172	-69
10	0.03858	11	0.03147	-68
13	0.04955	14	0.04167	-67
15	0.01181	16	0.02713	-66
18	0.01962	19	0.01448	-65
24	0.01159	25	0.02763	-64
26	0.03617	27	0.01394	-63
-64	0.01125	-63	0.00764	-64
23	0.01713	-64	0.00261	-64
22	0.01169	-64	0.00925	-64
21	0.02418	-64	0.00726	-64
28	0.01104	29	0.00399	-63
31	0.04446	32	0.02132	-62
33	0.00976	34	0.01137	-61
-62	0.00253	-61	0.01104	-62
30	0.01424	-62	0.00798	-62
35	0.01674	36	0.01626	-61
39	0.00622	40	0.00463	-60
38	0.00455	-60	0.001	-60
37	0.00176	-60	0.00257	-60
-61	0.00641	-60	0.00679	-61
-62	0.00363	-61	0.00403	-62
-63	0.01094	-62	0.00735	-63
-64	0.00812	-63	0.01524	-64
20	0.04121	-64	0.00884	-64
-65	0.01516	-64	0.00908	-65
17	0.03497	-65	0.0139	-65
-66	0.04288	-65	0.02184	-66
-67	0.01622	-66	0.01818	-67
41	0.08152	42	0.03193	-66
44	0.05215	45	0.02849	-65
43	0.06481	-65	0.02548	-65
-66	0.02944	-65	0.04472	-66
47	0.10019	48	0.067	-65
46	0.05246	-65	0.01166	-65
51	0.01012	52	0.01419	-64
50	0.02893	-64	0.01576	-64
49	0.01632	-64	0.01736	-64
53	0.02629	54	0.04172	-63
55	0.06406	56	0.07598	-62
-63	0.0114	-62	0.0166	-63
57	0.03343	58	0.02097	-62
61	0.02822	62	0.01786	-61
60	0.04864	-61	0.00701	-61
59	0.02288	-61	0.00402	-61
-62	0.02639	-61	0.01415	-62
-63	0.01999	-62	0.00866	-63
64	0.0187	65	0.00878	-62
66	0.00415	67	0.00534	-61
-62	0.00785	-61	0.02283	-62
70	0.00155	71	0.00332	-61
69	0.00443	-61	0.00299	-61
74	0.0234	75	0.01526	-60
73	0.00352	-60	0.00727	-60
72	0.00707	-60	0.00137	-60
-61	0.00509	-60	0.00603	-61
68	0.02217	-61	0.00449	-61
-62	0.0052	-61	0.01072	-62
63	0.03535	-62	0.00638	-62
-63	0.01279	-62	0.02879	-63
-64	0.02698	-63	0.00974	-64
-65	0.01638	-64	0.00658	-65
-66	0.01114	-65	0.00775	-66
-67	0.01099	-66	0.01043	-67
12	0.06955	-67	0.00715	-67
76	0.04462	77	0.04789	-66
78	0.0504	79	0.03931	-65
81	0.03024	82	0.02589	-64
83	0.02094	84	0.01812	-63
-64	0.02607	-63	0.02748	-64
80	0.04726	-64	0.01035	-64
-65	0.04907	-64	0.02523	-65
-66	0.03951	-65	0.01888	-66
86	0.02912	87	0.035	-65
85	0.07245	-65	0.06411	-65
91	0.03191	92	0.02972	-64
90	0.04554	-64	0.01551	-64
89	0.04404	-64	0.02424	-64
88	0.09152	-64	0.0202	-64
93	0.06615	94	0.08146	-63
96	0.0596	97	0.04376	-62
98	0.06221	99	0.03449	-61
-62	0.02947	-61	0.0224	-62
95	0.07862	-62	0.02548	-62
-63	0.03887	-62	0.01455	-63
-64	0.01377	-63	0.0192	-64
-65	0.00997	-64	0.0121	-65
-66	0.00984	-65	0.00809	-66
101	0.11307	102	0.07355	-65
100	0.06184	-65	0.01771	-65
105	0.03874	106	0.04609	-64
104	0.09829	-64	0.03198	-64
103	0.05628	-64	0.02001	-64
-65	0.01865	-64	0.01056	-65
109	0.01062	110	0.01066	-64
108	0.03819	-64	0.01535	-64
107	0.06197	-64	0.05115	-64
113	0.02201	114	0.00887	-63
112	0.0215	-63	0.00967	-63
117	0.01723	118	0.01028	-62
120	0.00895	121	0.01678	-61
119	0.01375	-61	0.00133	-61
-62	0.00289	-61	0.00316	-62
116	0.00322	-62	0.00303	-62
115	0.01383	-62	0.00168	-62
-63	0.00652	-62	0.00685	-63
111	0.07193	-63	0.02643	-63
-64	0.01943	-63	0.01563	-64
-65	0.00899	-64	0.01205	-65
122	0.07522	123	0.06078	-64
124	0.04106	125	0.02892	-63
127	0.0479	128	0.03427	-62
129	0.03222	130	0.01218	-61
132	0.0128	133	0.00532	-60
131	0.02298	-60	0.01521	-60
-61	0.01094	-60	0.01514	-61
135	0.04219	136	0.01401	-60
134	0.02364	-60	0.0123	-60
137	0.00853	138	0.01603	-59
142	0.03838	143	0.04659	-58
141	0.0443	-58	0.01744	-58
140	0.03548	-58	0.00747	-58
139	0.03813	-58	0.01374	-58
146	0.01825	147	0.00767	-57
145	0.01478	-57	0.00457	-57
144	0.02619	-57	0.00975	-57
148	0.02815	149	0.03123	-56
151	0.01439	152	0.01906	-55
150	0.0073	-55	0.01157	-55
-56	0.0079	-55	0.01653	-56
-57	0.00663	-56	0.00817	-57
-58	0.00657	-57	0.00434	-58
-59	0.02433	-58	0.00859	-59
154	0.03939	155	0.02518	-58
153	0.02183	-58	0.01034	-58
157	0.01208	158	0.01414	-57
156	0.00492	-57	0.00129	-57
161	0.00746	162	0.0122	-56
160	0.01541	-56	0.01244	-56
159	0.00946	-56	0.00406	-56
-57	0.03018	-56	0.01542	-57
163	0.0229	164	0.00795	-56
166	0.01737	167	0.01489	-55
169	0.01856	170	0.01747	-54
168	0.02434	-54	0.00543	-54
-55	0.01073	-54	0.01271	-55
165	0.0316	-55	0.00321	-55
-56	0.02972	-55	0.00638	-56
-57	0.02164	-56	0.00782	-57
-58	0.03374	-57	0.00882	-58
-59	0.01675	-58	0.00831	-59
-60	0.01603	-59	0.00829	-60
-61	0.01226	-60	0.00396	-61
-62	0.00774	-61	0.00818	-62
126	0.042	-62	0.01472	-62
-63	0.0415	-62	0.01389	-63
-64	0.01339	-63	0.02104	-64
-65	0.02218	-64	0.02028	-65
-66	0.01508	-65	0.01091	-66
-67	0.01015	-66	0.01317	-67
-68	0.05169	-67	0.01632	-68
9	0.08733	-68	0.01834	-68
-69	0.12286	-68	0.09961	-69
5	0.24709	-69	0.04307	-69
172	0.03784	173	0.00515	-68
174	0.07459	175	0.05058	-67
-68	0.25379	-67	0.12006	-68
171	0.16599	-68	0.04507	-68
176	0.08519	177	0.10832	-67
178	0.15591	179	0.15572	-66
-67	0.15699	-66	0.07672	-67
180	0.138	181	0.17315	-66
183	0.09241	184	0.09189	-65
182	0.20472	-65	0.07018	-65
-66	0.05255	-65	0.06143	-66
-67	0.03169	-66	0.05178	-67
-68	0.03244	-67	0.02747	-68
185	0.15719	186	0.2022	-67
189	0.16851	190	0.15824	-66
188	0.11344	-66	0.03232	-66
187	0.17221	-66	0.04541	-66
-67	0.03851	-66	0.02342	-67
192	0.0764	193	0.13365	-66
191	0.1554	-66	0.03765	-66
196	0.08891	197	0.09406	-65
195	0.0675	-65	0.03838	-65
199	0.21387	200	0.1221	-64
198	0.1235	-64	0.02714	-64
201	0.18667	202	0.06889	-63
205	0.06637	206	0.0721	-62
204	0.11411	-62	0.03275	-62
203	0.11209	-62	0.04092	-62
-63	0.05467	-62	0.05385	-63
-64	0.03619	-63	0.03048	-64
-65	0.0549	-64	0.01391	-65
194	0.1815	-65	0.02094	-65
-66	0.06631	-65	0.02185	-66
-67	0.02788	-66	0.03037	-67
210	0.06207	211	0.07688	-66
209	0.07263	-66	0.02223	-66
208	0.05885	-66	0.02696	-66
207	0.15745	-66	0.0841	-66
213	0.11064	214	0.10019	-65
212	0.1438	-65	0.0499	-65
219	0.00793	220	0.00723	-64
218	0.04232	-64	0.02947	-64
217	0.10081	-64	0.03864	-64
223	0.01512	224	0.0135	-63
222	0.03524	-63	0.00834	-63
221	0.04275	-63	0.01994	-63
228	0.09111	229	0.06033	-62
233	0.01565	234	0.06079	-61
232	0.01959	-61	0.00335	-61
231	0.00999	-61	0.00535	-61
238	0.01724	239	0.01197	-60
237	0.02788	-60	0.00607	-60
236	0.04178	-60	0.00541	-60
235	0.03446	-60	0.0119	-60
-61	0.01653	-60	0.00876	-61
230	0.04412	-61	0.01624	-61
-62	0.01537	-61	0.01688	-62
227	0.0466	-62	0.01313	-62
226	0.03745	-62	0.01684	-62
225	0.05545	-62	0.01997	-62
-63	0.03893	-62	0.02994	-63
-64	0.03735	-63	0.05482	-64
216	0.11037	-64	0.02334	-64
215	0.14524	-64	0.06602	-64
-65	0.09345	-64	0.04744	-65
-66	0.0566	-65	0.02552	-66
-67	0.02647	-66	0.02359	-67
241	0.12392	242	0.16145	-66
244	0.04701	245	0.08312	-65
243	0.05517	-65	0.02818	-65
-66	0.02944	-65	0.11318	-66
248	0.05657	249	0.06754	-65
247	0.04768	-65	0.0162	-65
246	0.12241	-65	0.09048	-65
251	0.03674	252	0.05113	-64
250	0.05733	-64	0.02455	-64
255	0.04208	256	0.05015	-63
