2	0.09318	3	0.1329	-60
4	0.05699	5	0.0838	-59
6	0.36716	7	0.24823	-58
-59	0.30073	-58	0.08609	-59
10	0.39268	11	0.38935	-58
9	0.35502	-58	0.09731	-58
8	0.7421	-58	0.31408	-58
-59	0.16655	-58	0.18139	-59
-60	0.42742	-59	0.1037	-60
1	0.52017	-60	0.19636	-60
12	0.28379	13	0.27037	-59
16	0.05013	17	0.05003	-58
15	0.08613	-58	0.03961	-58
14	0.13851	-58	0.03404	-58
-59	0.08264	-58	0.08962	-59
18	0.06197	19	0.08117	-58
20	0.31584	21	0.16705	-57
24	0.22889	25	0.17364	-56
23	0.45399	-56	0.15453	-56
22	0.17056	-56	0.21531	-56
-57	0.1112	-56	0.06549	-57
-58	0.0954	-57	0.17802	-58
-59	0.15881	-58	0.08592	-59
-60	0.41032	-59	0.65434	-60
0	0.99	-60	0.1471	-60
30	0.1862	31	0.14836	-59
29	0.14342	-59	0.03812	-59
28	0.21309	-59	0.06261	-59
27	0.12807	-59	0.03769	-59
26	0.18362	-59	0.05623	-59
32	0.28732	33	0.1713	-58
35	0.10691	36	0.1033	-57
34	0.13165	-57	0.05605	-57
39	0.0792	40	0.06039	-56
38	0.18504	-56	0.09831	-56
37	0.17683	-56	0.04483	-56
-57	0.0733	-56	0.03252	-57
-58	0.07332	-57	0.09855	-58
-59	0.08391	-58	0.06344	-59
43	0.29656	44	0.32727	-58
45	0.47887	46	0.53019	-57
-58	0.44955	-57	0.30234	-58
42	0.95686	-58	0.87335	-58
41	0.99	-58	0.23362	-58
49	0.36195	50	0.18261	-57
52	0.10384	53	0.1069	-56
57	0.16156	58	0.03183	-55
56	0.00055	-55	0.04366	-55
55	0.08689	-55	0.08431	-55
54	0.22564	-55	0.067	-55
-56	0.06177	-55	0.09852	-56
51	0.67807	-56	0.16765	-56
-57	0.24267	-56	0.08916	-57
48	0.76558	-57	0.41771	-57
47	0.99	-57	0.85631	-57
61	0.03443	62	0.09754	-56
60	0.01361	-56	0.00885	-56
65	0.11438	66	0.14358	-55
64	0.59204	-55	0.40229	-55
68	0.1309	69	0.13569	-54
73	0.03844	74	0.03394	-53
72	0.1505	-53	0.16471	-53
71	0.15414	-53	0.06737	-53
70	0.21171	-53	0.08353	-53
-54	0.09961	-53	0.06963	-54
67	0.35095	-54	0.28098	-54
-55	0.35645	-54	0.43496	-55
78	0.16381	79	0.2342	-54
77	0.24654	-54	0.15381	-54
76	0.32846	-54	0.23136	-54
80	0.06674	81	0.04067	-53
82	0.27167	83	0.39489	-52
-53	0.35368	-52	0.13081	-53
-54	0.09452	-53	0.06274	-54
75	0.99	-54	0.69091	-54
84	0.65075	85	0.68607	-53
87	0.53671	88	0.59571	-52
86	0.8399	-52	0.27429	-52
-53	0.33324	-52	0.30282	-53
91	0.07084	92	0.09128	-52
96	0.01647	97	0.03178	-51
95	0.19012	-51	0.20299	-51
